x_phys_m;y_phys_m;z_phys_m;p_rms_Pa
128;0.5414999999999996;0.5414999999999996;0;5.190865433410509e-05
129;0.5604999999999998;0.5604999999999998;0;4.854738148517907e-05
130;0.5794999999999999;0.5794999999999999;0;4.577294023207652e-05
131;0.5985;0.5985;0;4.497302952112542e-05
132;0.6174999999999997;0.6174999999999997;0;4.3591808167149e-05
133;0.6364999999999998;0.6364999999999998;0;4.133892857998809e-05
134;0.6555;0.6555;0;3.990636080453333e-05
135;0.6745000000000001;0.6745000000000001;0;3.845610019121822e-05
136;0.6934999999999998;0.6934999999999998;0;3.642275024053709e-05
137;0.7124999999999999;0.7124999999999999;0;3.500845371269652e-05
138;0.7315;0.7315;0;3.409917378365903e-05
139;0.7505000000000002;0.7505000000000002;0;3.250598696434162e-05
140;0.7694999999999999;0.7694999999999999;0;3.141721729275503e-05
141;0.7885;0.7885;0;3.06838311611338e-05
142;0.8075000000000001;0.8075000000000001;0;2.947429293592519e-05
143;0.8265000000000002;0.8265000000000002;0;2.816529927818025e-05
144;0.8454999999999999;0.8454999999999999;0;2.737882660286252e-05
145;0.8645;0.8645;0;2.656833214142184e-05
146;0.8835000000000002;0.8835000000000002;0;2.574506519018018e-05
147;0.9025000000000003;0.9025000000000003;0;2.513172993091684e-05
148;0.9215;0.9215;0;2.418866245200689e-05
149;0.9405000000000001;0.9405000000000001;0;2.284823141031121e-05
150;0.9594999999999998;0.9594999999999998;0;2.201044554254576e-05
151;0.9784999999999999;0.9784999999999999;0;2.145148382460896e-05
152;0.9974999999999996;0.9974999999999996;0;2.092871731014388e-05
153;1.0165;1.0165;0;2.070234463987635e-05
154;1.0355;1.0355;0;2.052616628982373e-05
155;1.0545;1.0545;0;1.994780996998469e-05
156;1.0735;1.0735;0;1.91712366316012e-05
157;1.0925;1.0925;0;1.827599717235729e-05
158;1.1115;1.1115;0;1.722907747164818e-05
159;1.1305;1.1305;0;1.629047611491679e-05
160;1.1495;1.1495;0;1.569166337730102e-05
161;1.1685;1.1685;0;1.519172274417821e-05
162;1.1875;1.1875;0;1.494437474771917e-05
163;1.2065;1.2065;0;1.496931645419356e-05
164;1.2255;1.2255;0;1.502453568993108e-05
165;1.2445;1.2445;0;1.505986688619123e-05
166;1.2635;1.2635;0;1.50253475835482e-05
167;1.2825;1.2825;0;1.465276424989319e-05
168;1.3015;1.3015;0;1.386742428932415e-05
169;1.3205;1.3205;0;1.278183868209945e-05
170;1.3395;1.3395;0;1.161394472571212e-05
171;1.3585;1.3585;0;1.059210021761074e-05
172;1.3775;1.3775;0;1.021403232055072e-05
173;1.3965;1.3965;0;1.048619818915143e-05
174;1.4155;1.4155;0;1.110929993917085e-05
175;1.4345;1.4345;0;1.176077257998657e-05
176;1.4535;1.4535;0;1.206458070396328e-05
177;1.4725;1.4725;0;1.18670957802144e-05
178;1.4915;1.4915;0;1.120754905017186e-05
179;1.5105;1.5105;0;1.016191980752702e-05
180;1.5295;1.5295;0;8.923393699417132e-06
181;1.5485;1.5485;0;7.654044433404186e-06
182;1.5675;1.5675;0;6.709605400528938e-06
183;1.5865;1.5865;0;6.315432146250511e-06
184;1.6055;1.6055;0;6.670905383699889e-06
185;1.6245;1.6245;0;7.509017777646651e-06
186;1.6435;1.6435;0;8.395957551644745e-06
187;1.6625;1.6625;0;9.071402035513367e-06
188;1.6815;1.6815;0;9.238381928017091e-06
189;1.7005;1.7005;0;8.799405662633734e-06
190;1.7195;1.7195;0;7.966783226955231e-06
191;1.7385;1.7385;0;6.879110165548351e-06
192;1.7575;1.7575;0;5.697270807649975e-06
193;1.7765;1.7765;0;4.730129924402958e-06
194;1.7955;1.7955;0;4.27451563745059e-06
195;1.8145;1.8145;0;3.817456036887069e-06
196;1.8335;1.8335;0;3.519317597420939e-06
197;1.8525;1.8525;0;3.544789984818573e-06
198;1.8715;1.8715;0;3.951326157459883e-06
199;1.8905;1.8905;0;4.639306067716685e-06
